Date,Open,High,Low,Close,Adj Close,Volume
2019-11-01,13.050000,14.590000,11.400000,13.220000,13.220000,0
2019-12-01,14.060000,19.360001,10.710000,13.310000,13.310000,0
2020-01-01,13.050000,21.600000,11.250000,20.049999,20.049999,0
2020-02-01,18.059999,54.230000,13.050000,46.599998,46.599998,0
2020-03-01,42.090000,101.019997,19.059999,54.570000,54.570000,0
2020-04-01,59.820000,64.980003,30.040001,32.799999,32.799999,0
2020-05-01,37.320000,40.500000,26.420000,27.240000,27.240000,0
2020-06-01,31.040001,43.730000,23.420000,27.959999,27.959999,0
2020-07-01,27.340000,35.040001,14.320000,22.100000,22.100000,0
2020-08-01,22.340000,24.930000,17.770000,22.700001,22.700001,0
2020-09-01,22.240000,37.930000,21.040001,29.160000,29.160000,0
2020-10-01,28.840000,43.630001,23.770000,41.470001,41.470001,0
2020-11-01,39.509998,41.459999,20.790001,21.790001,21.790001,0
2020-12-01,21.219999,27.219999,18.320000,21.049999,21.049999,0
2021-01-01,22.430000,34.709999,19.309999,31.360001,31.360001,0
2021-02-01,29.070000,30.799999,18.860001,28.510000,28.510000,0
2021-03-01,23.469999,31.500000,16.700001,19.320000,19.320000,0
2021-04-01,16.940001,19.510000,14.810000,17.270000,17.270000,0
2021-05-01,17.530001,26.520000,14.910000,15.570000,15.570000,0
2021-06-01,16.010000,19.180000,12.780000,13.170000,13.170000,0
2021-07-01,12.840000,24.389999,12.310000,16.209999,16.209999,0
2021-08-01,17.450001,20.610001,12.730000,13.500000,13.500000,0
2021-09-01,17.520000,27.170000,14.860000,23.809999,23.809999,0
2021-10-01,null,null,null,null,null,null
2021-11-01,null,null,null,null,null,null
2021-12-01,null,null,null,null,null,null
2022-01-01,null,null,null,null,null,null
2022-02-01,null,null,null,null,null,null
2022-03-01,null,null,null,null,null,null
2022-04-01,null,null,null,null,null,null
2022-05-01,null,null,null,null,null,null
2022-06-01,null,null,null,null,null,null
2022-07-01,null,null,null,null,null,null
2022-08-01,null,null,null,null,null,null
2022-09-01,null,null,null,null,null,null
2022-10-01,null,null,null,null,null,null
2022-11-01,null,null,null,null,null,null
